transaction_id,product_name,category,price,quantity,customer_age,purchase_date,customer_rating,revenue
TXN113,Phone Case,Electronics,24.99,1,26,2024-05-06,4.2,24.99
TXN114,Cardigan,Clothing,59.99,1,40,2024-05-07,4.6,59.99
TXN115,Atlas,Books,49.99,1,48,2024-05-08,4.3,49.99
TXN116,Clock,Home,39.99,1,35,2024-05-09,4.5,39.99
TXN117,Skateboard,Sports,79.99,1,19,2024-05-10,4.7,79.99
TXN118,Hair Oil,Beauty,29.99,1,34,2024-05-11,4.1,29.99
TXN119,Adapter,Electronics,19.99,1,37,2024-05-12,4.2,19.99
TXN120,Sandals,Clothing,39.99,1,28,2024-05-13,4.4,39.99
TXN121,Manual,Books,24.99,1,41,2024-05-14,4.0,24.99
TXN122,Towel,Home,19.99,2,36,2024-05-15,4.3,39.98
TXN123,Badminton Set,Sports,49.99,1,25,2024-05-16,4.5,49.99
TXN124,Primer,Beauty,34.99,1,29,2024-05-17,4.6,34.99
TXN125,Memory Card,Electronics,29.99,1,32,2024-05-18,,29.99
TXN126,Boots,Clothing,89.99,1,31,2024-05-19,4.1,89.99
TXN127,Recipe Book,Books,29.99,1,44,2024-05-20,4.7,29.99
TXN128,Basket,Home,24.99,1,39,2024-05-21,4.2,24.99
TXN129,Wrist Weights,Sports,34.99,1,33,2024-05-22,4.4,34.99
TXN130,Eyeliner,Beauty,19.99,1,27,2024-05-23,4.3,19.99
TXN131,Flash Drive,Electronics,19.99,1,30,2024-05-24,4.5,19.99
TXN132,Shorts,Clothing,29.99,2,24,2024-05-25,4.0,59.98
TXN133,Puzzle,Books,19.99,1,52,2024-05-26,4.6,19.99
TXN134,Organizer,Home,34.99,1,38,2024-05-27,4.4,34.99
TXN135,Cleats,Sports,69.99,1,23,2024-05-28,4.2,69.99
TXN136,Body Wash,Beauty,14.99,1,26,2024-05-29,4.1,14.99
TXN137,Dock,Electronics,49.99,1,34,2024-05-30,4.3,49.99
TXN138,Vest,Clothing,44.99,1,37,2024-05-31,4.5,44.99
TXN139,Test Widget,Electronics,99.99,1,31,2024-06-01,4.5,99.99
TXN140,Bookmark,Books,9.99,1,35,2024-06-01,4.2,9.99
TXN141,Storage Box,Home,29.99,1,42,2024-06-02,4.6,29.99
TXN142,Exercise Ball,Sports,39.99,1,28,2024-06-03,4.4,39.99
TXN143,Face Mask,Beauty,24.99,2,30,2024-06-04,4.7,49.98
TXN144,Screen Protector,Electronics,14.99,1,25,2024-06-05,4.1,14.99
TXN145,Tank Top,Clothing,19.99,3,29,2024-06-06,4.3,59.97
TXN146,Poetry Book,Books,24.99,1,46,2024-06-07,4.8,24.99
TXN147,Picture Frame,Home,19.99,1,41,2024-06-08,4.2,19.99
TXN148,Frisbee,Sports,14.99,1,21,2024-06-09,4.5,14.99
TXN149,Hand Cream,Beauty,19.99,1,33,2024-06-10,4.4,19.99
TXN150,Smart Watch,Electronics,299.99,1,32,2024-06-11,4.6,299.99
TXN151,Leggings,Clothing,34.99,1,27,2024-06-12,4.1,34.99
TXN152,Biography,Books,34.99,1,49,2024-06-13,4.7,34.99
TXN153,Dish Set,Home,79.99,1,36,2024-06-14,4.3,79.99
TXN154,Helmet,Sports,59.99,1,24,2024-06-15,4.5,59.99
TXN155,Perfume,Beauty,79.99,1,31,2024-06-16,4.2,79.99
TXN156,Tablet Case,Electronics,34.99,1,38,2024-06-17,4.0,34.99
TXN157,Blazer,Clothing,79.99,1,34,2024-06-18,4.4,79.99
TXN158,Reference Book,Books,59.99,1,43,2024-06-19,4.6,59.99
TXN159,Throw Blanket,Home,49.99,1,40,2024-06-20,4.5,49.99
TXN160,Golf Balls,Sports,24.99,1,45,2024-06-21,4.3,24.99
TXN161,Sunscreen,Beauty,24.99,1,26,2024-06-22,4.1,24.99
TXN162,Gaming Mouse,Electronics,69.99,1,22,2024-06-23,4.7,69.99
TXN163,Swimsuit,Clothing,49.99,1,25,2024-06-24,4.2,49.99
TXN164,Comic Book,Books,14.99,2,18,2024-06-25,4.4,29.98
TXN165,Pot,Home,39.99,1,37,2024-06-26,4.3,39.99
TXN166,Knee Brace,Sports,29.99,1,35,2024-06-27,4.5,29.99
TXN167,Lip Gloss,Beauty,14.99,1,28,2024-06-28,4.2,14.99
TXN168,Wireless Charger,Electronics,39.99,1,33,2024-06-29,4.6,39.99
TXN169,Polo Shirt,Clothing,39.99,1,30,2024-06-30,4.1,39.99
TXN170,Test Widget,Electronics,99.99,2,35,2024-07-01,4.5,199.98
TXN171,Travel Book,Books,29.99,1,47,2024-07-02,4.8,29.99
TXN172,Decorative Bowl,Home,24.99,1,44,2024-07-03,4.0,24.99
TXN173,Ankle Weights,Sports,34.99,1,29,2024-07-04,4.4,34.99
TXN174,Body Lotion,Beauty,29.99,1,32,2024-07-05,4.5,29.99
TXN175,Gaming Headset,Electronics,149.99,1,26,2024-07-06,4.3,149.99
TXN176,Crop Top,Clothing,24.99,1,23,2024-07-07,4.2,24.99
TXN177,Workbook,Books,39.99,1,38,2024-07-08,4.6,39.99
TXN178,Kitchen Scale,Home,59.99,1,41,2024-07-09,4.4,59.99
TXN179,Pull-up Bar,Sports,49.99,1,31,2024-07-10,4.7,49.99
TXN180,Hair Serum,Beauty,34.99,1,27,2024-07-11,,34.99
TXN181,Laptop Bag,Electronics,79.99,1,36,2024-07-12,4.1,79.99
TXN182,Skirt,Clothing,44.99,1,28,2024-07-13,4.3,44.99
TXN183,Guide Book,Books,44.99,1,51,2024-07-14,4.8,44.99
TXN184,Decorative Plant,Home,34.99,1,39,2024-07-15,4.2,34.99
TXN185,Ping Pong Paddle,Sports,39.99,1,33,2024-07-16,4.5,39.99
TXN186,Hair Mask,Beauty,39.99,1,30,2024-07-17,4.6,39.99
TXN187,Drone,Electronics,299.99,1,27,2024-07-18,4.4,299.99
TXN188,Dress Shirt,Clothing,59.99,1,34,2024-07-19,4.0,59.99
TXN189,Self-Help Guide,Books,34.99,1,42,2024-07-20,4.7,34.99
TXN190,Salt Lamp,Home,29.99,1,38,2024-07-21,4.3,29.99
TXN191,Compression Socks,Sports,24.99,1,40,2024-07-22,4.1,24.99
TXN192,Nail File,Beauty,9.99,1,25,2024-07-23,4.2,9.99
TXN193,Camera,Electronics,599.99,1,32,2024-07-24,4.8,599.99
TXN194,Formal Dress,Clothing,119.99,1,29,2024-07-25,4.5,119.99
TXN195,Test Widget,Electronics,99.99,1,31,2024-07-26,4.5,99.99
TXN196,Cookbook Collection,Books,79.99,1,45,2024-07-27,4.6,79.99
TXN197,Dining Set,Home,299.99,1,43,2024-07-28,4.4,299.99
TXN198,Treadmill,Sports,899.99,1,37,2024-07-29,4.7,899.99
TXN199,Skincare Kit,Beauty,149.99,1,33,2024-07-30,4.8,149.99
TXN200,Smart Home Hub,Electronics,179.99,1,35,2024-07-31,4.3,179.99
TXN201,Premium Laptop,Electronics,1999.99,1,42,2024-08-01,4.9,1999.99
TXN202,Designer Jacket,Clothing,299.99,1,38,2024-08-02,4.6,299.99
TXN203,Art Collection,Books,199.99,1,55,2024-08-03,4.8,199.99
TXN204,Luxury Bedding,Home,399.99,1,46,2024-08-04,4.7,399.99
TXN205,Professional Equipment,Sports,499.99,1,34,2024-08-05,4.5,499.99
TXN206,Premium Beauty Set,Beauty,299.99,1,31,2024-08-06,4.9,299.99
TXN207,High-End Tablet,Electronics,799.99,1,28,2024-08-07,4.4,799.99
TXN208,Luxury Watch,Electronics,1299.99,1,45,2024-08-08,4.8,1299.99
TXN209,Designer Shoes,Clothing,199.99,1,33,2024-08-09,4.3,199.99
TXN210,Collector's Edition,Books,149.99,1,48,2024-08-10,4.7,149.99
TXN211,Premium Appliance,Home,599.99,1,41,2024-08-11,4.6,599.99
TXN212,Pro Sports Gear,Sports,349.99,1,29,2024-08-12,4.5,349.99
TXN213,Luxury Cosmetics,Beauty,199.99,1,36,2024-08-13,4.8,199.99
TXN214,Professional Camera,Electronics,1499.99,1,39,2024-08-14,4.9,1499.99
TXN215,High-End Fashion,Clothing,399.99,1,32,2024-08-15,4.4,399.99
TXN216,Premium Books,Books,99.99,1,52,2024-08-16,4.6,99.99
TXN217,Luxury Furniture,Home,799.99,1,44,2024-08-17,4.7,799.99
TXN218,Elite Equipment,Sports,249.99,1,26,2024-08-18,4.3,249.99
TXN219,High-End Skincare,Beauty,249.99,1,35,2024-08-19,4.8,249.99
TXN220,Gaming Setup,Electronics,899.99,1,24,2024-08-20,4.5,899.99
TXN221,Test Widget,Electronics,99.99,3,33,2024-08-21,4.5,299.97
TXN222,Basic Notebook,Books,12.99,1,22,2024-08-22,4.1,12.99
TXN223,Simple Mug,Home,14.99,1,27,2024-08-23,4.0,14.99
TXN224,Basic T-Shirt,Clothing,15.99,1,25,2024-08-24,3.9,15.99
TXN225,Sports Bottle,Sports,12.99,1,19,2024-08-25,4.2,12.99
TXN226,Hand Soap,Beauty,8.99,1,30,2024-08-26,4.0,8.99
TXN227,Phone Stand,Electronics,19.99,1,28,2024-08-27,4.1,19.99
TXN228,Basic Pen,Books,4.99,2,21,2024-08-28,3.8,9.98
TXN229,Kitchen Towel,Home,9.99,1,34,2024-08-29,4.2,9.99
TXN230,Hair Tie,Beauty,6.99,1,26,2024-08-30,3.9,6.99
TXN231,Cable Organizer,Electronics,12.99,1,31,2024-08-31,4.0,12.99
TXN232,Simple Socks,Clothing,8.99,2,23,2024-09-01,4.1,17.98
TXN233,Sticky Notes,Books,7.99,1,29,2024-09-02,4.3,7.99
TXN234,Small Plant Pot,Home,11.99,1,35,2024-09-03,4.2,11.99
TXN235,Stress Ball,Sports,7.99,1,32,2024-09-04,4.0,7.99
TXN236,Travel Size Cream,Beauty,11.99,1,28,2024-09-05,4.1,11.99
TXN237,Screen Wipes,Electronics,9.99,1,24,2024-09-06,4.2,9.99
TXN238,Basic Keychain,Clothing,5.99,1,27,2024-09-07,3.8,5.99
TXN239,Bookmark Set,Books,8.99,1,33,2024-09-08,4.3,8.99
TXN240,Coaster Set,Home,13.99,1,38,2024-09-09,4.1,13.99
TXN241,Sweatband,Sports,9.99,1,25,2024-09-10,4.0,9.99
TXN242,Lip Balm Set,Beauty,12.99,1,29,2024-09-11,4.2,12.99
TXN243,Earphone Case,Electronics,14.99,1,26,2024-09-12,4.1,14.99
TXN244,Hair Clip,Clothing,6.99,1,31,2024-09-13,3.9,6.99
TXN245,Mini Ruler,Books,5.99,1,20,2024-09-14,4.0,5.99
TXN246,Fridge Magnet,Home,7.99,1,36,2024-09-15,4.2,7.99
TXN247,Wristband,Sports,8.99,1,22,2024-09-16,4.1,8.99
TXN248,Sample Kit,Beauty,9.99,1,30,2024-09-17,4.3,9.99
TXN249,Phone Grip,Electronics,11.99,1,28,2024-09-18,4.0,11.99
TXN250,Test Widget,Electronics,99.99,1,32,2024-09-19,4.5,99.99
